		sentence_1	sentence_2	marker
0	29480	How he 's rehearsing his lines for my mom about how sorry he is .	He 'll never do it .	and
2	106383	It would remind me too much of what happened .	All i was thinking about the entire time was kayden .	but
4	67074	His stories took arkadin to places beyond moscow .	Mischa smuggled him out past the inner ring of smokestacks , past the outer ring of high-security prisons .	when
0	104942	When she was settled with a cup of coffee in her hands , he broke the eggs .	Began beating them into a frothy brew .	and
4	124983	They go from exuberant to timid , then a girl recognizes me .	The kids notice me at the back of the room .	when
0	88867	There 's more room . '' .	You 'll be comfortable in your own bed .	and
3	122671	Then why in the hell would she let him hold her like that .	We were meant to be .	if
4	120262	He left an open invitation for colton to come join him .	Reece moved to new york city right after graduation .	when
4	7911	The dam at the head of the first cataract whose completion in 1912 he emulated in a scale model across one of the many furrows on the argenti estate .	He was still in hios .	when
4	142813	To give him sex .	I can barely look at him without throwing up .	when
4	33660	He threw the revolver down with such force that it bounced off the table and went rattling away on the floor .	Parkman reached the city marshal 's table .	when
0	9292	It took a couple of minutes .	It felt like the chopper was doing too much lurching around , but marcone eventually nodded .	and
0	10409	His father mustve passed the rulings to allow for this change in the seat of power .	Kept his own council on the matter .	and
4	54769	She used her cell phone to call her assistant .	They got back to where her gun was buried .	when
3	6831	... `` very nice , gideon , '' a rich female voice applauded from the center of the room .	Anything had happened to her .	if
3	14176	After a few monotonous days on the schooner , mal and i asked tamar .	She would show us some zemeni combat techniques .	if
2	92520	Sunglasses almost made him look cool .	The freckles ruined it .	but
0	133123	I am going to head back to the nivag family .	We will go to the landing site .	and
0	49641	Paris 's face suddenly morphed into strider 's .	It was strider who slammed into that lithe little body , in and out , over and over .	and
3	132978	Theres still the birthday curse hanging over us .	Even they didnt have a few peculiar habits .	if
2	150895	He got his share of kisses in his role as host .	They werent the same .	but
0	63445	Adri was compelled to sit .	He lowered himself to the stone surround of the fountain , shuddering .	and
0	55477	Other than that her mother liked the sound of the word .	Granny weatherwax kept a careful watch on her she failed to spot any signs of magic .	and
0	126056	Slade , like his father , was tall over six feet of lean muscle with the reddish hair and pale skin typical of saxenburg .	Normally very well built .	and
1	138014	They were hazy , impossible to see except in vague outline .	There was always that puzzling blue filter between , the blue filter that was sometimes cut by those yellow markings like tiger stripes .	because
2	103219	Sometimes we lost our way .	We always found our way .	but
4	24116	It was nearly two years .	For the first time , we finally had time alone in a hotel .	when
4	13129	I laughed politely , because that 's what you do , right .	She turned back and winked at me .	when
2	135715	There was only a single dim bulb .	It was enough to see the spiral notebook .	but
0	60144	Catcher sat down at his desk , then rubbed his hands over his face .	Kicked up his feet .	and
0	86174	He climbed a short set of stairs .	Crouched while scientists connected his suits rods to internal connecting points .	and
2	143224	Bertie had known , did the police listen to the likes of roberta frasier .	Had heard jacko 's plans .	but
0	123565	Alyssa nodded anxiously at gabe .	Gave the waitress a shy glance .	and
1	134378	It was a kelpie .	Hed grown up hearing all the highland tales from his sisters .	because
0	88918	He clasped both hands around her delicate foot .	Directed warmth into each cell .	and
2	65952	She read , she wrote .	Mostly , she leaned back and thought about the next adventure in her life .	but
0	103076	We hear too many rumors .	Believe them without foundation .	and
0	83366	Xcor took three leaping steps , his weight sailing upward and landing him upon the lesser 's back just before the slayer hit the apex of the fencing .	Pitched his body into the air .	and
4	157240	They must 've hatched .	The body began to cool and they 're devouring our cadaver .	when
0	142854	My stomach clenches for some reason .	I step back , still locking my hand on the door though .	and
4	112998	We had stopped at this fort two years .	Our supplies ran out before we could anchor in delogao bay farther .	when
2	85994	He 's dressed in just his black boxer shorts i got a peek at earlier and his body still has the ability to make my jaw unhinge .	I 'm more prepared for it this time .	but
2	16395	He was not big for his age .	It was still startling .	but
0	7260	It was wonderfully debauched erotic and .	Affected her all the way to her soul .	and
2	124596	Meant to sound understanding .	It came out like i was bragging .	but
2	51424	He is waiting for me to say something .	What can i tell him .	but
2	31072	Ice tried to soften his expression .	It still looked like a cross between a scowl and a glower .	but
0	38919	I guess it must still be term time .	I suppose it is quite a lot of money to spend wandering round a hole in the ground .	and
1	36820	He should be allowed to help .	He 'd claimed , as cadence 's friend .	because
2	49159	He wants to laugh .	Can not make a sound into this liquid .	but
2	146736	I wish i 'd known sooner that you were coming . '' .	It 's too late to cancel the trip .	but
3	19896	Then you have to drink it .	I can get my whiskey into your shot glass before the minute is .	if
3	123510	How are we to know ? '' .	Grainna is on to us .	if
4	120302	Who 'd broken it .	She glanced up and saw her reflection in the glass of the cottage window .	when
3	46527	Gray then bring them .	You 'd feel easier taking the other twelve .	if
2	53250	They played through the song .	Had little claim of extraordinariness apart from the fact that their singer was a girl .	but
